K,n_tongues,total_locked,entropy,efficiency,herfindahl,inv_herfindahl,gini_complement
0.5889724310776943,3,0.215,0.9868773198115373,5.093617021276596,0.39663331530557056,2.5212203852053863,0.7945736434108526
0.5914786967418546,3,0.2175,0.9850644848616252,5.072033898305085,0.3975426080063417,2.515453639082751,0.7931034482758617
0.5939849624060151,3,0.2175,0.9850644848616252,5.0506329113924044,0.3975426080063417,2.515453639082751,0.7931034482758617
0.5964912280701754,3,0.2175,0.9850644848616252,5.029411764705882,0.3975426080063417,2.515453639082751,0.7931034482758617
0.5989974937343359,3,0.22,0.9832739442463889,5.00836820083682,0.3984375,2.5098039215686274,0.7916666666666665
0.6015037593984962,3,0.22,0.9832739442463889,4.987500000000001,0.3984375,2.5098039215686274,0.7916666666666665
0.6040100250626567,3,0.22,0.9832739442463889,4.966804979253112,0.3984375,2.5098039215686274,0.7916666666666665
0.606516290726817,3,0.2225,0.9815053989580445,4.946280991735537,0.39931826789546776,2.504268099905153,0.7902621722846441
0.6090225563909775,3,0.2225,0.9815053989580445,4.925925925925926,0.39931826789546776,2.504268099905153,0.7902621722846441
0.6115288220551378,5,0.2325,1.1262222510038695,8.176229508196721,0.3688865764828304,2.710860366713681,0.5161290322580645
0.6140350877192983,3,0.2275,0.9916657386254762,4.885714285714285,0.3942156744354547,2.5366824934905803,0.7985347985347984
0.6165413533834586,3,0.2275,0.9916657386254762,4.865853658536586,0.3942156744354547,2.5366824934905803,0.7985347985347984
0.6190476190476191,3,0.2275,0.9916657386254762,4.846153846153846,0.3942156744354547,2.5366824934905803,0.7985347985347984
0.6215538847117794,3,0.23,0.9899490539341391,4.826612903225807,0.3950850661625709,2.5311004784688995,0.7971014492753623
0.6240601503759399,3,0.23,0.9899490539341391,4.807228915662651,0.3950850661625709,2.5311004784688995,0.7971014492753623
0.6265664160401002,3,0.23,0.9899490539341391,4.788,0.3950850661625709,2.5311004784688995,0.7971014492753623
0.6290726817042607,3,0.23,0.9899490539341391,4.768924302788845,0.3950850661625709,2.5311004784688995,0.7971014492753623
